20170602162826.909400, 020617, 162831.00, -118.455375, +33.965200, 244.87, 244.86, 5.18,  19.9951,   33.394,   4.59468, 00605.0
20170602162827.902186, 020617, 162832.00, -118.455402, +33.965190, 244.73, 245.37, 5.15,  19.9991,   33.393,   4.59495, 00607.0
20170602162828.433607, 020617, 162832.50, -118.455415, +33.965186, 244.79, 244.09, 5.13,  20.0034,   33.393,   4.59539, 00610.0
20170602162829.368345, 020617, 162833.50, -118.455440, +33.965175, 244.81, 247.24, 5.14,  20.0059,   33.393,   4.59561, 00625.0
20170602162830.373140, 020617, 162834.50, -118.455467, +33.965165, 244.79, 244.23, 5.16,  20.0084,   33.392,   4.59573, 00639.0
20170602162830.903560, 020617, 162835.00, -118.455480, +33.965160, 244.80, 245.24, 5.14,  20.0106,   33.389,   4.59559, 00639.0
20170602162831.859315, 020617, 162836.00, -118.455505, +33.965150, 244.90, 244.58, 5.15,  20.0110,   33.391,   4.59591, 00644.0
20170602162832.362714, 020617, 162836.50, -118.455518, +33.965145, 244.71, 245.50, 5.13,  20.0130,   33.391,   4.59617, 00664.0
20170602162833.365511, 020617, 162837.50, -118.455543, +33.965135, 244.69, 245.31, 5.09,  20.0132,   33.390,   4.59603, 00664.0
20170602162833.862905, 020617, 162838.00, -118.455557, +33.965130, 244.47, 245.32, 5.10,  20.0129,   33.390,   4.59598, 00665.0
20170602162834.867699, 020617, 162839.00, -118.455582, +33.965120, 244.60, 245.54, 5.07,  20.0119,   33.391,   4.59596, 00678.0
20170602162835.371095, 020617, 162839.50, -118.455595, +33.965115, 245.05, 244.63, 5.11,  20.0108,   33.390,   4.59580, 00677.0
20170602162836.364880, 020617, 162840.50, -118.455622, +33.965105, 245.39, 245.80, 5.11,  20.0090,   33.392,   4.59579, 00696.0
20170602162836.862278, 020617, 162841.00, -118.455633, +33.965100, 246.32, 244.30, 5.14,  20.0069,   33.392,   4.59560, 00694.0
20170602162837.867067, 020617, 162842.00, -118.455660, +33.965090, 246.65, 245.64, 5.16,  20.0040,   33.391,   4.59520, 00692.0
20170602162838.891880, 020617, 162843.00, -118.455687, +33.965080, 246.81, 245.35, 5.14,  20.0016,   33.392,   4.59511, 00695.0
20170602162839.367255, 020617, 162843.50, -118.455700, +33.965076, 246.29, 246.22, 5.18,  19.9982,   33.392,   4.59481, 00704.0
20170602162840.370048, 020617, 162844.50, -118.455725, +33.965066, 245.83, 246.34, 5.14,  19.9950,   33.393,   4.59461, 00712.0
20170602162841.366841, 020617, 162845.50, -118.455752, +33.965057, 244.53, 246.39, 5.12,  19.9915,   33.392,   4.59409, 00712.0
20170602162842.369633, 020617, 162846.50, -118.455778, +33.965047, 243.14, 245.64, 5.14,  19.9882,   33.393,   4.59392, 00713.0
